year,month,temp,pres,dewp,rain,wspd,wdir,alert
2013,3.73150684931507,15.4708333333333,1007.32916666667,0.929166666666666,0,3.27916666666667,WNW,FALSE
2013,3.76438356164384,15.9083333333333,1009.6125,-6.4875,0,3.1375,NW,FALSE
2013,3.7972602739726,16.7958333333333,1006.84166666667,-0.958333333333333,0,1.87916666666667,SE,TRUE
2013,3.83013698630137,17.9791666666667,1007.52916666667,1.80833333333333,0,1.91666666666667,SE,TRUE
2013,3.86301369863014,15.75,1007.02083333333,3.40833333333333,0,1.67916666666667,NNW,TRUE
2013,3.8958904109589,21.0791666666667,1008.45,-6.15416666666667,0,3.08333333333333,NW,FALSE
2013,3.92876712328767,20.775,1010.68333333333,-7.21666666666667,0,2.25833333333333,ENE,FALSE
2013,3.96164383561644,17.5958333333333,1011.775,0.129166666666667,0,1.66666666666667,S,FALSE
2013,3.99452054794521,18.45,1009.0125,3.70416666666667,0,2.85,SE,TRUE
2013,4.02739726027397,17.8791666666667,1013.45416666667,6.1125,0,2.125,S,TRUE
2013,4.06027397260274,18.9875,1013.24583333333,5.9,0,2.15833333333333,S,TRUE
2013,4.09315068493151,20.9791666666667,1012.925,10.4583333333333,0,1.62083333333333,S,TRUE
2013,4.12602739726027,23.2125,1010.90833333333,12.4208333333333,0,1.55,S,TRUE
2013,4.15890410958904,23.3333333333333,1011.55,12.325,0,1.7,SSE,TRUE
2013,4.19178082191781,21.0083333333333,1010.49166666667,10.525,0,2.00416666666667,SW,TRUE
2013,4.22465753424658,17.5666666666667,1006.375,11.0708333333333,0,1.7375,SSE,FALSE
2013,4.25753424657534,21.475,998.029166666667,4.1625,0,2.17083333333333,WNW,FALSE
2013,4.29041095890411,23.2583333333333,992.058333333333,0.145833333333333,0,2.125,WNW,FALSE
2013,4.32328767123288,22.3833333333333,996.808333333334,-2.63333333333333,0,1.93333333333333,SSE,FALSE
2013,4.35616438356164,20.7791666666667,998.941666666667,6.575,0,1.50833333333333,SSE,TRUE
2013,4.38904109589041,24.1791666666667,1004.5875,2.54166666666667,0,2.3,WNW,FALSE
2013,4.42191780821918,21.9958333333333,1012.72083333333,6.61666666666667,0,1.95,SSE,TRUE
2013,4.45479452054794,21.0666666666667,1013.3875,9.62083333333333,0,1.875,S,TRUE
2013,4.48767123287671,20.45,1008.3875,12.2583333333333,0,1.975,SSE,TRUE
2013,4.52054794520548,20.6458333333333,1003.0125,13.6416666666667,0,2.39583333333333,S,TRUE
2013,4.55342465753425,20.05,997.291666666667,3.8,0,3.59583333333333,NW,FALSE
2013,4.58630136986301,21.0833333333333,997.208333333333,0.275,0,2.3375,SSW,FALSE
2013,4.61917808219178,23.3916666666667,996.25,9.0625,0,1.6125,S,TRUE
2013,4.65205479452055,23.2416666666667,1007.12083333333,7.79166666666667,0,1.81666666666667,S,TRUE
2013,4.68493150684932,22.9791666666667,1006.8125,11.1791666666667,0,1.39583333333333,S,TRUE
2013,4.71780821917808,23.8,1008.5625,13.5875,0,1.71666666666667,ENE,TRUE
2013,4.75068493150685,24.3708333333333,1007.20833333333,12.7,0,1.92916666666667,SSW,FALSE
2013,4.78356164383562,21,1005.55833333333,16.8666666666667,0.0333333333333333,2.225,SE,TRUE
2013,4.81643835616438,19.6208333333333,1004.25,15.6666666666667,0.00833333333333333,1.40833333333333,NW,FALSE
2013,4.84931506849315,20.2708333333333,1002.22916666667,15.3583333333333,0.0208333333333333,1.60833333333333,NW,TRUE
2013,4.88219178082192,24.9333333333333,1005.50416666667,2.125,0,3.6,WNW,FALSE
2013,4.91506849315068,26.1083333333333,1002.51666666667,6.37083333333333,0,2.70416666666667,SSW,FALSE
2013,4.94794520547945,24.9041666666667,999.316666666667,13.675,0,2.10416666666667,SSE,TRUE
2013,4.98082191780822,25.3083333333333,1003.1125,8.18333333333333,0,1.45416666666667,S,FALSE
2013,5.01369863013699,22.2958333333333,1001.4875,15.575,0,1.91666666666667,SE,TRUE
2013,5.04657534246575,25.8583333333333,1001.52916666667,13.1541666666667,0,1.3875,ENE,TRUE
2013,5.07945205479452,20.775,1008.525,16.2833333333333,1.57083333333333,2.10833333333333,ESE,TRUE
2013,5.11232876712329,18.8166666666667,1008.8875,17.575,0.1625,1.39583333333333,SE,TRUE
2013,5.14520547945205,19.2625,1006.9125,18.2875,0.0125,1.19166666666667,SSE,TRUE
2013,5.17808219178082,20.6125,1005.125,19.0708333333333,0.520833333333333,1.12916666666667,SE,TRUE
2013,5.21095890410959,20.4125,1004.34583333333,19.2916666666667,0.0291666666666667,0.9875,SSE,TRUE
2013,5.24383561643836,18.2833333333333,1007.17083333333,17.2791666666667,0.558333333333333,1.5,WNW,FALSE
2013,5.27671232876712,20.2791666666667,1009.1375,15.8375,0,1.13333333333333,SSE,FALSE
2013,5.30958904109589,20.8333333333333,1005.09583333333,16.275,0.025,2.00416666666667,SSE,FALSE
2013,5.34246575342466,21.325,1004.64166666667,15.6,0,1.69166666666667,SSE,TRUE
2013,5.37534246575343,24.2708333333333,1004.93333333333,16.875,0,1.75833333333333,SSE,TRUE
2013,5.40821917808219,25.7958333333333,1004.80416666667,16.7666666666667,0,2.32916666666667,SSE,TRUE
2013,5.44109589041096,25.6625,1003.75416666667,17.9375,0,1.58333333333333,SSE,TRUE
2013,5.47397260273973,22.7791666666667,1000.44166666667,19.8125,0.0708333333333333,1.57083333333333,NNE,TRUE
2013,5.50684931506849,25.6125,998.1625,18.4791666666667,0.00416666666666667,1.75,SSW,FALSE
2013,5.53972602739726,27.9875,994.425,18.4791666666667,0,1.85416666666667,SW,FALSE
2013,5.57260273972603,28.5625,999.183333333333,19.0958333333333,0,1.2625,NE,FALSE
2013,5.60547945205479,27.4625,1003.8,19.1375,0,1.275,S,FALSE
2013,5.63835616438356,26.6208333333333,1005.79166666667,18.75,0,1.60833333333333,SW,TRUE
2013,5.67123287671233,21.9625,1005.02916666667,19.9875,0.208333333333333,1.25,SSE,FALSE
2013,5.7041095890411,25.7083333333333,1000.35833333333,19.2916666666667,0,1.49166666666667,S,TRUE
2013,5.73698630136986,24.7625,998.995833333333,22.0291666666667,0.454166666666667,1.95416666666667,SSE,TRUE
2013,5.76986301369863,22.15,997.166666666667,21.9125,0.0583333333333333,1.34583333333333,SSE,TRUE
2013,5.8027397260274,25.4333333333333,993.879166666667,22.7708333333333,0,1.57083333333333,NNE,TRUE
2013,5.83561643835616,27.3833333333333,994.791666666667,21.3458333333333,0,1.40833333333333,NNE,TRUE
2013,5.86849315068493,25.1041666666667,997.670833333333,24.15,0.9375,1.775,SSE,TRUE
2013,5.9013698630137,22.9791666666667,1000.95,22.775,0.0166666666666667,1.25416666666667,NE,TRUE
2013,5.93424657534247,25.025,1000.25416666667,22.8571428571429,0,1.20416666666667,SSE,TRUE
2013,5.96712328767123,24.7416666666667,995.633333333333,22.5875,0.979166666666667,1.55416666666667,ESE,TRUE
2013,6,28.775,991.875,17.8875,0.5125,2.34583333333333,W,FALSE
2013,6.03287671232877,29.4333333333333,992.166666666667,19.5125,0,1.2875,NNE,FALSE
2013,6.06575342465753,28.1041666666667,991.1375,18.1916666666667,0.025,1.925,NNE,FALSE
2013,6.0986301369863,28.9041666666667,994.758333333333,17.4416666666667,0,1.4375,NNE,FALSE
2013,6.13150684931507,29.3458333333333,997.483333333333,19.7291666666667,0.0125,2.15833333333333,SSE,TRUE
2013,6.16438356164384,27.3,996.879166666667,22.1541666666667,0.808333333333333,1.775,S,TRUE
2013,6.1972602739726,25.4875,998.945833333333,22.9333333333333,0.641666666666666,1.42916666666667,SSW,TRUE
2013,6.23013698630137,24.4291666666667,999.95,22.6958333333333,0.383333333333333,1.2125,ENE,FALSE
2013,6.49315068493151,27,1001.84166666667,18.3166666666667,0,2.09583333333333,SSE,TRUE
2013,6.52602739726027,25.7791666666667,1001.16666666667,22.2166666666667,0,1.975,SSE,TRUE
2013,6.55890410958904,26.5333333333333,998.791666666667,21.6833333333333,0,1.00833333333333,S,TRUE
2013,6.65753424657534,26.6875,1000.6875,20.3958333333333,0,1.33333333333333,SSE,TRUE
2013,6.69041095890411,27.5583333333333,996.504166666667,18.8958333333333,0,1.66666666666667,SSW,TRUE
2013,6.72328767123288,29.8333333333333,996.245833333333,18.7875,0,1.8875,NW,FALSE
2013,6.75616438356164,29.9416666666667,998.15,18.3583333333333,0,2.34166666666667,SSE,TRUE
2013,6.78904109589041,26.2375,999.9625,20.425,0,1.4875,WNW,FALSE
2013,6.82191780821918,24.6291666666667,997.308333333333,23.1333333333333,0.183333333333333,1.0375,N,TRUE
2013,6.85479452054795,29.8583333333333,996.55,21.3416666666667,0,1.55,SW,TRUE
2013,6.88767123287671,28.8041666666667,996.420833333333,23.6,0,1.375,S,TRUE
2013,6.92054794520548,28.55,994.225,23.0083333333333,0.3375,1.6,S,TRUE
2013,7.05205479452055,27.1458333333333,1000,19.3041666666667,0,1.60416666666667,S,TRUE
2013,7.11780821917808,26.4041666666667,994.766666666667,20.6833333333333,0.00833333333333333,1.25416666666667,S,TRUE
2013,7.18356164383562,25.4208333333333,998.979166666667,21.675,0.0791666666666667,1.69583333333333,NW,FALSE
2013,7.21643835616438,27.9875,996.704166666667,20.6791666666667,0,1.45,S,FALSE
2013,7.24931506849315,28.8208333333333,997.616666666666,20.3708333333333,0,1.59583333333333,NNE,TRUE
2013,7.28219178082192,28.9791666666667,1001.3625,23.2291666666667,0,1.43333333333333,S,TRUE
2013,7.31506849315068,27.3083333333333,1002.5,24.9833333333333,1.5375,1.65416666666667,SSE,TRUE
2013,7.34794520547945,26.5833333333333,1001.57916666667,23.1791666666667,0.00833333333333333,1.7,SSE,FALSE
2013,7.38082191780822,27.8083333333333,1001.30833333333,23.6083333333333,0.2875,1.74583333333333,SSE,TRUE
2013,7.41369863013699,28.5208333333333,1000.5875,23.7583333333333,0,1.66666666666667,S,TRUE
2013,7.44657534246575,29.7541666666667,999.116666666666,25.6333333333333,0,1.4,SSE,TRUE
2013,7.47945205479452,28.4416666666667,994.2875,25.8416666666667,0,1.27916666666667,SE,TRUE
2013,7.51232876712329,30.6041666666667,997.691666666667,17.7916666666667,0,2.70416666666667,WNW,FALSE
2013,7.54520547945206,27.6458333333333,1004.72083333333,16.7583333333333,0,1.25,NNE,FALSE
2013,7.57808219178082,27.4958333333333,1006.69583333333,15.8416666666667,0,1.39166666666667,N,FALSE
2013,7.61095890410959,25.4041666666667,1005.89166666667,21.5125,0.0916666666666667,1.56666666666667,NE,TRUE
2013,7.64383561643836,26.0375,1004.52083333333,21.0625,0.00833333333333333,1.24583333333333,S,TRUE
2013,7.67671232876712,24.1083333333333,1005.57083333333,21.3708333333333,0.0125,0.9125,NE,TRUE
2013,7.70958904109589,26.7625,1005.74583333333,17.95,0,1.3625,NNE,FALSE
2013,7.74246575342466,26.6166666666667,1005.70833333333,16.4041666666667,0,1.425,NNE,FALSE
2013,7.77534246575342,27.4625,1003.02083333333,17.2875,0,1.7,S,TRUE
2013,7.80821917808219,27.2791666666667,1002.525,18.1041666666667,0,2.33333333333333,S,TRUE
2013,7.84109589041096,23.9958333333333,1004.10833333333,19.7833333333333,0.129166666666667,2.2125,ESE,FALSE
2013,7.87397260273973,23.1791666666667,996.529166666667,20.9333333333333,0.470833333333333,1.39166666666667,SE,FALSE
2013,7.90684931506849,23.9458333333333,999.604166666667,13.4125,0,3.5625,NW,FALSE
2013,7.93972602739726,21.9416666666667,1008.47083333333,10.8875,0.00416666666666667,1.3625,NE,FALSE
2013,7.97260273972603,22.4666666666667,1008.59583333333,12.0291666666667,0,1.65833333333333,NNE,FALSE
2013,8.00547945205479,22.8916666666667,1010.22083333333,13.9208333333333,0,1.725,NE,FALSE
2013,8.03835616438356,22.6041666666667,1012.32083333333,15.1625,0,1.46666666666667,NE,FALSE
2013,8.07123287671233,23.0458333333333,1012.79583333333,16.8583333333333,0,1.49166666666667,NNE,FALSE
2013,8.1041095890411,20.4291666666667,1012.65,17.8791666666667,0.325,1.325,W,FALSE
2013,8.13698630136986,20.6291666666667,1011.2,15.4458333333333,0.425,2.14166666666667,SSE,FALSE
2013,8.16986301369863,21.0458333333333,1012.88333333333,16.175,0.0416666666666667,1.45416666666667,S,FALSE
2013,8.2027397260274,22.2791666666667,1013.50833333333,14.5666666666667,0,1.3125,NNE,FALSE
2013,8.23561643835616,21.4416666666667,1013.12083333333,16.5666666666667,0.0291666666666667,1.3625,N,FALSE
2013,8.26849315068493,21.2791666666667,1009.60416666667,17.3041666666667,0.0208333333333333,1.7125,SSE,TRUE
2013,8.3013698630137,22.7666666666667,1008.9625,13.5125,0,1.1625,NW,TRUE
2013,8.33424657534247,21.8833333333333,1011.10416666667,14.3333333333333,0,1.49166666666667,S,FALSE
2013,8.36712328767123,22.3166666666667,1008.19166666667,17.2416666666667,0.0416666666666667,1.575,SSE,TRUE
2013,8.4,19.9458333333333,1003.175,18.0625,0.0875,1.16666666666667,SSE,TRUE
2013,8.43287671232877,23.0208333333333,1005.23333333333,14.1833333333333,0.00416666666666667,1.42083333333333,NW,FALSE
2013,8.46575342465753,20.4875,1010.48333333333,7.90416666666667,0,1.6375,S,FALSE
2013,8.4986301369863,20.8708333333333,1008.35416666667,14.4208333333333,0.0125,1.17916666666667,S,FALSE
2013,8.53150684931507,20.2833333333333,1011.75416666667,17.5958333333333,0.0625,0.991666666666667,N,FALSE
2013,8.56438356164383,21.4541666666667,1015.39583333333,19,0.225,1.15833333333333,SE,TRUE
2013,8.5972602739726,21.825,1009.91666666667,18.925,0.0125,1.08333333333333,S,TRUE
2013,8.63013698630137,22.2916666666667,1011.95833333333,14.6375,0,1.44583333333333,NE,FALSE
2013,8.66301369863014,22.8041666666667,1012.1375,14.8541666666667,0,1.49166666666667,S,FALSE
2013,8.6958904109589,20.5958333333333,1011.8625,16.8791666666667,0.00416666666666667,1,ENE,TRUE
2013,8.72876712328767,15.7625,1015.22083333333,10.9416666666667,0.4625,1.48333333333333,NW,FALSE
2013,8.76164383561644,14.1333333333333,1018.65,5.11666666666667,0,1.00416666666667,NW,FALSE
2013,8.79452054794521,15.9958333333333,1017.0375,2.52083333333333,0,1.86666666666667,SW,FALSE
2013,8.82739726027397,16.3416666666667,1013.36666666667,7.22083333333333,0,1.52083333333333,NNE,TRUE
2013,8.86027397260274,16.8,1008.25416666667,10.6875,0,1.40833333333333,SSE,TRUE
2013,8.89315068493151,16.3833333333333,1008.13333333333,11.5291666666667,0,1.15,ESE,TRUE
2013,8.92602739726027,17.4791666666667,1014.30416666667,14.1791666666667,0,1.07083333333333,NNE,TRUE
2013,8.95890410958904,19.3208333333333,1015.32083333333,15.9458333333333,0,1.3375,SSE,TRUE
2013,8.99178082191781,18.0041666666667,1013.875,14.7541666666667,0.283333333333333,1.37916666666667,ENE,FALSE
2013,9.02465753424658,15.6458333333333,1017.4625,6.50416666666667,0,1.30416666666667,NNE,FALSE
2013,9.05753424657534,15.3125,1014.8375,9.40416666666667,0,1.65833333333333,SSE,FALSE
2013,9.09041095890411,16.6416666666667,1010.95,12.7,0,1.05833333333333,S,TRUE
2013,9.12328767123288,17.5166666666667,1016.4625,13.7,0,1.09583333333333,NNE,TRUE
2013,9.15616438356164,16.2375,1019.15,14.0958333333333,0,0.841666666666667,N,TRUE
2013,9.18904109589041,18.5541666666667,1019.33333333333,9.4875,0,1.47916666666667,ENE,FALSE
2013,9.22191780821918,16.8208333333333,1016.11666666667,9.85833333333333,0.00833333333333333,1.24583333333333,SSE,FALSE
2013,9.25479452054794,15.0625,1007.75,11.625,0,1.075,NNE,TRUE
2013,9.28767123287671,17.0833333333333,1007.875,5.50416666666667,0,2.77916666666667,NNW,TRUE
2013,9.32054794520548,14.5708333333333,1012.19583333333,5.3375,0,1.1,NNE,FALSE
2013,9.35342465753425,16.0916666666667,1014.9625,7.54166666666667,0,1.38333333333333,NNE,FALSE
2013,9.38630136986301,15.3041666666667,1015.64166666667,9.4625,0,1.12916666666667,ENE,FALSE
2013,9.41917808219178,12.0333333333333,1023.58333333333,1.7125,0,2.29583333333333,NE,FALSE
2013,9.45205479452055,8.5125,1027.09583333333,-2.4875,0,1.07083333333333,NE,FALSE
2013,9.48493150684932,10.6916666666667,1022.10833333333,0.4875,0,1.05833333333333,NNE,FALSE
2013,9.51780821917808,10.7208333333333,1022.94166666667,4.5625,0,1.2125,S,TRUE
2013,9.55068493150685,11.5,1021.6,6.62083333333333,0,1.12916666666667,NE,TRUE
2013,9.58356164383562,13.3333333333333,1022.12916666667,2.1,0,2.36666666666667,NW,TRUE
2013,9.61643835616438,11.3875,1021.6125,1.4125,0,1.03333333333333,NE,FALSE
2013,9.64931506849315,10.8875,1019.88333333333,3.88333333333333,0,1.19583333333333,S,FALSE
2013,9.68219178082192,10.8833333333333,1018.5125,6.55416666666667,0.0333333333333333,1.6125,S,TRUE
2013,9.71506849315069,9.72083333333333,1019.40416666667,-4.60416666666667,0,2.7875,NW,FALSE
2013,9.74794520547945,10.0166666666667,1023.57916666667,-3.6,0,2.1875,NNW,FALSE
2013,9.78082191780822,9.35833333333333,1023.775,0.708333333333333,0,0.9125,NNE,FALSE
2013,9.81369863013699,9.43333333333334,1019.05833333333,0.320833333333333,0,1.16666666666667,N,FALSE
2013,9.84657534246575,8.63333333333333,1014.50833333333,3.90416666666667,0,1.02083333333333,NNE,TRUE
2013,9.87945205479452,10.7625,1016.63333333333,5.67083333333333,0,1.17916666666667,NNE,TRUE
2013,9.91232876712329,9.20416666666667,1024.425,0.558333333333333,0,0.85,NW,TRUE
2013,9.94520547945205,7.7125,1024.4125,1.1375,0,1.13333333333333,NE,FALSE
2013,9.97808219178082,8.23333333333333,1024.05833333333,2.7,0,1.0625,NNE,TRUE
2013,10.0109589041096,8.19583333333333,1022.575,4.4625,0,1.0125,SSW,TRUE
2013,10.0438356164384,8.7375,1018.85833333333,5.975,0,1.00416666666667,SSE,TRUE
2013,10.0767123287671,11.6125,1021.0625,-0.1375,0,2.3875,NNW,FALSE
2013,10.1095890410959,9.10416666666667,1024.40833333333,-0.445833333333333,0,1.23333333333333,S,FALSE
2013,10.1424657534247,8.77083333333333,1017.11666666667,2.49583333333333,0,0.895833333333333,NE,TRUE
2013,10.1753424657534,9.85416666666667,1014.24166666667,-4.70833333333333,0,3.525,NW,TRUE
2013,10.2082191780822,8.32916666666667,1017.47083333333,-6.10833333333333,0,1.59166666666667,NW,FALSE
2013,10.241095890411,6.87083333333333,1017.1375,-0.720833333333334,0,0.925,NNE,TRUE
2013,10.2739726027397,9.50416666666667,1020.82916666667,-3.50416666666667,0,2.1625,NW,TRUE
2013,10.3068493150685,4.75416666666667,1025.80416666667,-19.5458333333333,0,3.44166666666667,NW,FALSE
2013,10.3397260273973,5.95,1024.35833333333,-8.22916666666667,0,1.45416666666667,SSW,FALSE
2013,10.372602739726,6.7125,1021.4875,-4.225,0,1,N,FALSE
2013,10.4054794520548,5.1125,1017.575,-0.183333333333333,0,0.716666666666667,NNE,TRUE
2013,10.4383561643836,6.24583333333333,1015.24583333333,-5.51666666666667,0,1.625,NW,TRUE
2013,10.4712328767123,6.66666666666667,1013.5875,-5.0875,0,1.02916666666667,SW,TRUE
2013,10.5041095890411,7.61666666666667,1016.05833333333,-8.20833333333333,0,3.8,NW,FALSE
2013,10.5369863013699,4.24583333333333,1021.15,-11.6625,0,3.03333333333333,NNW,FALSE
2013,10.5698630136986,4.60416666666667,1023.29583333333,-14.1208333333333,0,3.6,NNW,FALSE
2013,10.6027397260274,2.09166666666667,1021.45416666667,-12.3541666666667,0,1.42083333333333,ENE,FALSE
2013,10.6356164383562,3.66666666666667,1020.30416666667,-8.31666666666667,0,1.27916666666667,NNE,FALSE
2013,10.6684931506849,3.4625,1022.57916666667,-5.59166666666667,0,0.625,E,FALSE
2013,10.7013698630137,4.4375,1020.79583333333,-5.29166666666667,0,1.06666666666667,NE,TRUE
2013,10.7342465753425,6.1875,1016.73333333333,-4.4875,0,0.958333333333333,N,TRUE
2013,10.7671232876712,6.59166666666667,1012.06666666667,-7.42916666666667,0,2.24583333333333,NW,FALSE
2013,10.8,3.32083333333333,1014.075,-12.5416666666667,0,3,NW,FALSE
2013,10.8328767123288,0.9875,1016.05416666667,-17.0416666666667,0,2.7875,NNW,FALSE
2013,10.8657534246575,-2.47083333333333,1023.88333333333,-25.0416666666667,0,5.21666666666667,NNW,FALSE
2013,10.8986301369863,1.27083333333333,1022.54583333333,-21.475,0,3.65833333333333,NW,FALSE
2013,10.9315068493151,4.34166666666667,1016.47916666667,-11.8833333333333,0,1.64166666666667,W,TRUE
2013,10.9643835616438,3.58333333333333,1019.77083333333,-11.5583333333333,0,1.50416666666667,N,TRUE
2013,10.9972602739726,2.42083333333333,1019.58333333333,-11.1041666666667,0,1.05,NE,TRUE
2013,11.0301369863014,2.95833333333333,1015.55416666667,-9.1375,0,1.01666666666667,NE,TRUE
2013,11.0630136986301,5.2875,1018.30833333333,-8.95,0,1.45833333333333,NNE,TRUE
2013,11.0958904109589,5.05416666666667,1016.375,-7.07083333333333,0,1.225,NNE,TRUE
2013,11.1287671232877,5.05,1020.26666666667,-10.4708333333333,0,1.47916666666667,ENE,FALSE
2013,11.1616438356164,2.25416666666667,1016.23333333333,-7.82916666666667,0,1.05,NE,TRUE
2013,11.1945205479452,1.2125,1016.68333333333,-4.12083333333333,0,0.845833333333334,NE,TRUE
2013,11.227397260274,5.12083333333333,1017.48333333333,-5.3875,0,2.59166666666667,NW,TRUE
2013,11.2602739726027,1.99583333333333,1020.3625,-13.3375,0,2.4125,NNW,FALSE
2013,11.2931506849315,0.45,1016.39583333333,-13.8708333333333,0,3.32083333333333,NW,FALSE
2013,11.3260273972603,1.7375,1015.80416666667,-16.3166666666667,0,2.32083333333333,NNW,FALSE
2013,11.358904109589,-2.54583333333333,1018.51666666667,-20.7291666666667,0,3.17083333333333,NNW,FALSE
2013,11.3917808219178,-3.69583333333333,1022.32916666667,-18.5041666666667,0,1.325,ENE,TRUE
2013,11.4246575342466,-1.8375,1025.65,-19.6166666666667,0,1.75833333333333,NNE,FALSE
2013,11.4575342465753,-0.833333333333333,1029.97083333333,-17.4208333333333,0,1.21666666666667,NNE,TRUE
2013,11.4904109589041,-1.775,1027.62916666667,-13.4875,0,0.941666666666667,NNE,TRUE
2013,11.5232876712329,-0.879166666666667,1030.05833333333,-15.7958333333333,0,2.6,NE,FALSE
