timestamp,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,temp,pres,dewp,rain,wdir,wspd
1386860400,2013,12,12,16,6,16,2,8,800,52,-1.8,1020.2,-25.9,FALSE,1.5707963267949,2
1439654400,2015,8,15,18,3,14,2,12,300,120,33.5,1000,12.5,FALSE,5.49778714378214,1.3
1480158000,2016,11,26,12,239,317,48,104,2800,18,6.8,1016.6,-6.9,FALSE,2.74889357189107,1.3
1487044800,2017,2,14,5,143,143,24,89,2600,2,-2.4,1032.2,-5.7,FALSE,5.89048622548086,0.3
1427619600,2015,3,29,11,162,396,46,73,2600,63,18.3,1013.6,3,FALSE,5.49778714378214,2.3
1429279200,2015,4,17,16,69,153,22,40,600,106,25.9,1002.5,-3.7,FALSE,4.71238898038469,3.5
1467367200,2016,7,1,12,4,5,2,12,200,99,30,1000.3,12,FALSE,0.392699081698724,2.9
1377140400,2013,8,22,5,96,96,1,37.3646,900,20,21.9,1005.5,20.2,FALSE,1.17809724509617,0.8
1451862000,2016,1,4,0,258,258,22,87,3400,7,-2.5,1023.1,-5.8,FALSE,1.5707963267949,1.1
1431385200,2015,5,12,1,9,9,2,15,300,78,14.3,995.5,1.9,FALSE,3.14159265358979,3.8
1385888400,2013,12,1,10,34,63,28,42,1700,14,7.2,1021.3,-12.1,FALSE,0.785398163397448,1
1428908400,2015,4,13,9,17,23,2,13,200,82,9,1025.3,-3.9,FALSE,1.5707963267949,3
1388127600,2013,12,27,8,13,18,18,54,600,11,-2.3,1029.2,-19.7,FALSE,2.35619449019234,3.3
1437105600,2015,7,17,6,21,21,2,2,NA,2,22.4,1004.3,17.1,FALSE,1.17809724509617,3.1
1425204000,2015,3,1,11,143,203,20,81,2500,22,8.4,1018.1,-13.9,FALSE,3.53429173528852,3.7
1484017200,2017,1,10,4,4,6,4,9,300,67,-1.8,1025.5,-19.2,FALSE,2.35619449019234,3.9
1404831600,2014,7,8,17,14,36,4,14,300,115,31.3,998.6,12.6,FALSE,0.785398163397448,1
1422576000,2015,1,30,1,9,9,2,11,300,65,-3,1028,-22.9,FALSE,2.35619449019234,4.4
1424016000,2015,2,15,17,244,273,90,122,4300,17,7,1016,-6,FALSE,5.10508806208341,1.3
1438095600,2015,7,28,17,29,29,2,32,600,135,31.2,997.4,20.8,FALSE,3.92699081698724,1.1
1434211200,2015,6,13,18,18,52,2,19,700,109,26.9,1001.8,15.6,FALSE,5.49778714378214,1.8
1460671200,2016,4,15,0,16,36,9,43,200,39,12,1013.5,-1.2,FALSE,0.392699081698724,1.6
1444010400,2015,10,5,4,124,124,2,53,1100,20,13.8,1016.9,12.2,FALSE,1.17809724509617,1.1
1450443600,2015,12,18,14,13,13,6,2,NA,2,6.6,1030.3,-11.6,FALSE,0.785398163397448,2.4
1454122800,2016,1,30,4,184,184,11,45,2600,6,-8.3,1032.1,-16.7,FALSE,1.17809724509617,1.2
1463446800,2016,5,17,3,50,147,4,49,NA,NA,15.5,1004.3,8.2,FALSE,1.5707963267949,1.2
1434387600,2015,6,15,19,69,131,13,44,800,197,30.1,1000.3,13.4,FALSE,4.31968989868597,2.3
1460008800,2016,4,7,8,198,207,7,82,1700,10,15.5,1008.1,4.8,FALSE,1.5707963267949,1.5
1463241600,2016,5,14,18,49,49,2,47,700,43,13.4,1011.2,11.6,FALSE,5.10508806208341,1.8
1470636000,2016,8,8,8,19,19,3,20,400,32,26.3,1007.4,18.9,FALSE,1.17809724509617,3
1473134400,2016,9,6,6,13,14,2,24,200,NA,19.2,1006.4,15.7,FALSE,1.5707963267949,1.9
1476511200,2016,10,15,8,96,96,2,43,1400,2,12.6,1019.9,12.1,FALSE,0.785398163397448,1.3
1420538400,2015,1,6,11,NA,NA,NA,NA,NA,NA,2,1023,-21.3,FALSE,1.17809724509617,2.4
1450062000,2015,12,14,4,362,362,11,86,7000,8,-0.3,1020.8,-1.1,TRUE,1.5707963267949,0.7
1485712800,2017,1,29,19,10,14,3,4,300,74,-2.3,1030.5,-20.9,FALSE,0.785398163397448,3
1427666400,2015,3,30,0,117,292,31,62,1100,42,14.5,1007.2,4.5,FALSE,5.49778714378214,1.6
1377295200,2013,8,24,0,42,70,1,51,1100,1,22.7,1006.6,18.7,FALSE,0.785398163397448,1.5
1376766000,2013,8,17,21,29,44,5,37.5699,NA,43,27.6,1000.9,15.9,FALSE,1.5707963267949,1.2
1452150000,2016,1,7,8,18,18,2,43,600,24,-6.7,1031.3,-18.7,FALSE,1.96349540849362,1.7
1432548000,2015,5,25,12,132,156,33,51,1300,204,30.3,1002.4,14,FALSE,5.10508806208341,2
1422763200,2015,2,1,5,37,37,17,47,1300,4,-8,1033,-21.1,FALSE,1.5707963267949,1.6
1474700400,2016,9,24,9,27,27,2,29,500,NA,19.475,1007,16.7,FALSE,0.785398163397448,1.1
1368644400,2013,5,15,21,46,133,23,36,600,124,21.1,1013.9,8.4,FALSE,5.10508806208341,2.3
1373403600,2013,7,9,23,NA,13,9,20,700,38,23.3,1000.5,21.9,FALSE,1.96349540849362,0.6
1437937200,2015,7,26,21,110,149,2,39,1100,135,30.6,1000.9,23.5,FALSE,5.49778714378214,1
1393286400,2014,2,25,1,376,386,37,124,6600,3,-1,1024.1,-3.5,FALSE,0.785398163397448,0.1
1415502000,2014,11,9,4,42,42,2,35,900,21,0.1,1016,-2.6,FALSE,1.5707963267949,1.5
1481691600,2016,12,14,6,3,6,8,14,300,57,-4.9,1032.5,-18,FALSE,0.785398163397448,2.6
1385488800,2013,11,26,19,12,37,3,23,NA,59.976,1,1019.2,-22.1,FALSE,1.96349540849362,5.6
1373986800,2013,7,16,17,NA,NA,9.4248,6.9802,NA,96.1758,32.5,997.5,14.1,FALSE,5.10508806208341,1.2
1478307600,2016,11,5,2,90,94,2,122,3700,2,5.4,1004.6,5.1,FALSE,1.17809724509617,1.1
1450616400,2015,12,20,14,168,168,31,76,2200,12,2.6,1020.5,-4,FALSE,5.10508806208341,0.9
1403694000,2014,6,25,13,92,154,25,44,1200,117,25.2,1000.3,21.3,TRUE,0.392699081698724,0.5
1378234800,2013,9,3,21,73,97,10,32,1100,88,23.2,1012.9,17.2,FALSE,5.89048622548086,2.5
1395392400,2014,3,21,10,20,57,5,11,200,NA,18.1,1018.3,-10.8,FALSE,3.53429173528852,3.2
1488304800,2017,2,28,19,27,72,8,92,800,16,10.3,1014.2,-12.4,FALSE,3.14159265358979,1.8
1381694400,2013,10,13,22,81,111,3,88,1200,1,13.8,1016.8,11.5,FALSE,3.92699081698724,0.5
1457805600,2016,3,12,19,118,129,43,92,1300,30,4.6,1013.3,-6.9,FALSE,1.5707963267949,0.9
1425290400,2015,3,2,11,87,102,33,64,1700,36,8.4,1007.9,-10,FALSE,4.31968989868597,1.1
1456308000,2016,2,24,11,34,34,NA,3,900,2,0.8,1032.1,-17.5,FALSE,5.10508806208341,1.6
1380290400,2013,9,27,16,253,307,46,27,1700,246,22.1,1006.1,11.5,FALSE,5.49778714378214,1.5
1466506800,2016,6,21,13,114,114,2,21,900,235,32.6,998.1,19.8,FALSE,3.92699081698724,1.9
1472796000,2016,9,2,8,11,42,2,NA,100,2,22,998.7,14.6,FALSE,1.17809724509617,1.7
1449194400,2015,12,4,3,14,14,NA,NA,NA,NA,-1.2,1025.2,-15.1,FALSE,2.35619449019234,3.2
1476784800,2016,10,18,12,92,156,29,67,2700,13,16.5,1017.3,12.6,FALSE,0.392699081698724,1
1387832400,2013,12,23,22,165,191,100,103,2800,7,-5.1,1032,-10.1,FALSE,0.785398163397448,0.8
1378875600,2013,9,11,7,5,26,1,22,500,11,18,1012.8,12.2,FALSE,1.17809724509617,1
1465171200,2016,6,6,2,31,31,NA,18,NA,29,20.3,1006.7,14.2,FALSE,5.10508806208341,1.2
1414422000,2014,10,27,16,29,29,16,38,800,40,13.2,1026,-7.5,FALSE,5.10508806208341,2.8
1440774000,2015,8,28,17,10,13,2,9,200,107,33.2,1001.3,12.8,FALSE,2.35619449019234,1.2
1403892000,2014,6,27,20,27,59,2,40,400,81,25.4,1002.6,15.4,FALSE,3.92699081698724,0
1463468400,2016,5,17,9,67,108,8,67,700,31,22,1006.7,10.2,FALSE,1.17809724509617,1.3
1416862800,2014,11,24,22,123,211,43,86,2500,12,3.3,1015,-3.7,FALSE,5.49778714378214,1.5
1388869200,2014,1,4,22,196,210,27,93,3000,2,-4.4,1018.2,-6.5,FALSE,2.35619449019234,1.2
1396843200,2014,4,7,6,70,190,11,85,800,2,10.3,1010.9,2.1,FALSE,1.17809724509617,1.2
1398621600,2014,4,27,20,49,121,11,44,700,89,17.9,1017,5.5,FALSE,4.71238898038469,1.3
1445032800,2015,10,17,0,328,328,2,91,2300,41,13.2,1014.2,11.9,FALSE,NA,0
1449468000,2015,12,7,7,101,101,9,56,2000,2,0.3,1029.4,-4,FALSE,1.17809724509617,0.9
1364716800,2013,3,31,10,127,152,3,42,1000,13,5.2,1017.7,2.2,FALSE,5.10508806208341,2.1
1478793600,2016,11,10,17,184,184,12,85,1400,6,8.6,1008.4,2.4,FALSE,0.785398163397448,1.2
1464649200,2016,5,31,1,139,147,12,50,1900,119,25.8,998.6,17.2,FALSE,5.89048622548086,1.1
1443362400,2015,9,27,16,11,27,2,7,NA,120,27.9,1009.8,5.5,FALSE,4.71238898038469,1.1
1382212800,2013,10,19,22,6,14,1,47,300,21,11.2,1023.2,0,FALSE,2.35619449019234,1.6
1451451600,2015,12,30,6,396,396,16,106,5500,9,-3.1,1025.3,-6.4,FALSE,1.17809724509617,0.5
1386874800,2013,12,12,20,11,11,5,16,1000,39,-4.6,1021.5,-23.7,FALSE,3.14159265358979,0.9
1475845200,2016,10,7,15,69,69,3,46,2000,6,13.9,1012.3,12.8,FALSE,4.71238898038469,1.3
1371884400,2013,6,22,9,82,95,3,38,800,29,21.1,1006.6,21.1,TRUE,1.17809724509617,1.6
1480255200,2016,11,27,15,3,6,2,7,100,78,7.4,1025.6,-16.8,FALSE,1.96349540849362,4.2
1424433600,2015,2,20,13,104,104,2,35,1300,32,1,1019,-0.6,TRUE,5.49778714378214,1.8
1448575200,2015,11,26,23,111,111,21,78,2500,5,-7.3,1026.2,-13.3,FALSE,1.17809724509617,1.3
1391281200,2014,2,1,20,128,105,26,48,2600,1,2.7,1009.8,0.4,FALSE,4.71238898038469,2.4
1449450000,2015,12,7,2,161,161,NA,32,NA,2,0.7,1028.7,-4.2,FALSE,1.5707963267949,1
1374872400,2013,7,26,23,71,69,1.428,31.8215,NA,35.7714,25.6,999.2,21.7,FALSE,1.17809724509617,1.2
1400331600,2014,5,17,15,62,99,25,NA,800,205,27.8,1006.1,4.1,FALSE,4.71238898038469,4.3
1362546000,2013,3,6,6,129,140,73,82,1800,61,4,1010.9,-5.8,FALSE,1.5707963267949,2
1423652400,2015,2,11,12,12,12,2,12,200,87,7,1011,-15.1,FALSE,2.35619449019234,1.4
1474434000,2016,9,21,7,40,101,3,53,1200,NA,15.6,1016.5,12.2,FALSE,0.785398163397448,2
1470826800,2016,8,10,13,74,74,4,13,800,173,32.9,1002.9,23,FALSE,4.31968989868597,3.3
1389862800,2014,1,16,10,297,304,113,109,4200,6,-0.2,1024.8,-10.4,FALSE,0.785398163397448,1.3
1479553200,2016,11,19,12,33,33,14,8,400,67,12.2,1015,-2.8,FALSE,0.392699081698724,1.4
1406862000,2014,8,1,5,130,130,2,28,1000,26,24.7,1003.9,22.6,FALSE,5.89048622548086,0.5
1367452800,2013,5,2,2,55,99,28,45,1200,55,14.9,1010.1,1.4,FALSE,5.49778714378214,2.1
1431201600,2015,5,9,22,39,40,2,40,600,19,12.2,1014.4,6.5,FALSE,1.17809724509617,0.3
1456250400,2016,2,23,19,13,16,4,24,700,58,-0.1,1035.1,-22.3,FALSE,1.96349540849362,1.9
1464487200,2016,5,29,4,59,62,2,41,400,37,18.7,1002.6,12.9,FALSE,1.5707963267949,1.4
1473501600,2016,9,10,12,3,6,2,16,200,NA,28.4,1007,10.1,FALSE,0.785398163397448,1.9
1456981200,2016,3,3,6,216,216,37,97,2200,2,2.2,1008.9,-3.5,FALSE,3.92699081698724,0.2
1364007600,2013,3,23,4,47,51,3,56,800,10,0.7,1010.9,-3.4,FALSE,5.49778714378214,1.5
1441198800,2015,9,2,15,6,7,2,4,300,71,30.4,1008.3,15.3,FALSE,0.785398163397448,2
1444320000,2015,10,8,18,14,27,2,38,400,27,16.1,1013.8,-6.3,FALSE,3.53429173528852,1.8
1453651200,2016,1,24,17,17,51,6,25,100,54,-5.2,1033,-24.2,FALSE,2.74889357189107,5.5
1441465200,2015,9,5,17,23,23,2,36,700,44,17.9,1008,16.6,FALSE,3.14159265358979,1.7
1389740400,2014,1,15,0,212,244,89,109,5100,7,-5.9,1030.2,-14.9,FALSE,1.17809724509617,1
1449457200,2015,12,7,4,147,147,6,NA,1600,NA,0.4,1028.6,-4.1,FALSE,1.17809724509617,1.4
1403056800,2014,6,18,4,44,44,2,30,400,38,18.4,1001,17.2,FALSE,1.96349540849362,1.2
1455955200,2016,2,20,9,15,15,9,30,500,46,-1.2,1030.3,-22.6,FALSE,3.14159265358979,3.9
1408600800,2014,8,21,8,144,173,3,51,1100,38,26.5,1004.6,19.6,FALSE,1.17809724509617,1
1364691600,2013,3,31,3,67,75,3,38,800,31,3.3,1019.3,0.7,FALSE,0,2
1384279200,2013,11,12,19,46,88,8,80,1000,2.3562,6.4,1020.9,-3.3,FALSE,4.71238898038469,1.5
1442728800,2015,9,20,8,26,51,2,47,500,2,18.9,1011.6,13.1,FALSE,0.785398163397448,0.8
1419087600,2014,12,20,16,7,10,12,24,300,40,1.3,1031,-21.1,FALSE,2.74889357189107,3.5
1428325200,2015,4,6,15,17,17,NA,2,100,2,10.4,1025.5,-14.4,FALSE,3.14159265358979,1.9
1399456800,2014,5,7,12,NA,186,2,9,500,94,24.4,1003.1,-5.8,FALSE,2.35619449019234,6.2
1421546400,2015,1,18,3,111,111,29,69,2100,9,-1,1021,-14.2,FALSE,1.5707963267949,0.8
1444244400,2015,10,7,21,329,329,2,66,1700,71,21,1012.7,11.3,FALSE,2.35619449019234,2.1
1380229200,2013,9,26,23,89,166,14,55,2600,14,13.7,1010.4,10.1,FALSE,1.17809724509617,1.4
1475294400,2016,10,1,6,144,144,NA,2,100,2,14.7,1011.5,11.5,FALSE,1.96349540849362,0.6
1451714400,2016,1,2,7,168,168,18,64,2300,6,-2.5,1016.7,-8,FALSE,1.96349540849362,1.7
1396882800,2014,4,7,17,119,140,21,83,600,165,23.2,1007.4,0.9,FALSE,5.10508806208341,1.6
1444809600,2015,10,14,10,47,61,3,51,600,8,15.2,1015,5.4,FALSE,0.785398163397448,1.2
1398135600,2014,4,22,5,38,36,5,57,200,17,7.1,1012.3,1.8,FALSE,0,0.4
1438732800,2015,8,5,2,63,82,NA,32,NA,5,23.7,998.3,21.2,FALSE,1.5707963267949,1.7
1422486000,2015,1,29,0,144,181,85,90,3400,8,-2,1028,-16.2,FALSE,5.49778714378214,1.8
1476673200,2016,10,17,5,73,73,2,41,800,2,11.1,1016.8,10.6,FALSE,1.17809724509617,2
1436216400,2015,7,6,23,49,94,4,25,600,111,24.8,1006.6,16.8,FALSE,5.10508806208341,2.1
1468688400,2016,7,16,19,28,52,2,34,600,61,24.4,1000.5,17.4,FALSE,2.74889357189107,1.4
1385164800,2013,11,23,1,246,243,30,75,5100,2,0.5,1018.2,-4,FALSE,1.17809724509617,0.9
1369342800,2013,5,23,23,217,306,11,68,2600,72,22.1,1006.2,17.7,FALSE,5.49778714378214,0.7
1447473600,2015,11,14,5,241,241,9,59,4100,2,7.4,1013,5,FALSE,5.49778714378214,0.6
1407805200,2014,8,12,3,12,12,2,20,NA,43,21.5,1002.1,11.8,FALSE,0.785398163397448,1.4
1449810000,2015,12,11,6,12,12,4,20,200,41,-2.8,1026.3,-8.5,FALSE,2.35619449019234,0.5
1375844400,2013,8,7,5,25,2,NA,18.477,NA,77.5404,24.3,998.8,22.2,FALSE,2.35619449019234,1.8
1446231600,2015,10,30,20,46,88,3,81,1100,2,5.8,1027.8,-0.7,FALSE,NA,0
1449169200,2015,12,3,20,13,13,NA,NA,NA,NA,-0.8,1024.3,-14,FALSE,3.14159265358979,4
1480471200,2016,11,30,3,115,138,25,69,2800,3,1.7,1022.9,-1.6,FALSE,NA,0
1447567200,2015,11,15,7,NA,NA,NA,NA,NA,NA,4.5,1016.2,4.1,FALSE,NA,0.1
1432432800,2015,5,24,4,173,173,11,46,1300,66,20.3,1003.9,13.3,FALSE,0,1.5
1396015200,2014,3,28,15,54,72,9,87,500,42,22.3,1002.3,5.7,FALSE,4.71238898038469,2.3
1453183200,2016,1,19,7,20,28,11,56,1200,10,-13.6,1027.7,-23.3,FALSE,1.5707963267949,1.5
1364860800,2013,4,2,2,16,16,3,4,1000,2,0.7,1019.5,-5.8,FALSE,4.71238898038469,0.9
1380830400,2013,10,3,22,28,39,4,16,800,57,14.4,1013.4,11,FALSE,3.53429173528852,0.5
1462158000,2016,5,2,5,NA,NA,NA,NA,NA,NA,20.7,1002.7,3.8,FALSE,2.35619449019234,5.9
1462017600,2016,4,30,14,184,184,11,24,900,257,29.3,997.7,11.4,FALSE,5.10508806208341,4.3
1390467600,2014,1,23,10,NA,NA,NA,NA,NA,NA,-0.6,1014.5,-13.9,FALSE,0.785398163397448,1.5
1465462800,2016,6,9,11,172,172,2,4,100,NA,28.2,1002.9,18,FALSE,5.10508806208341,2.3
1368576000,2013,5,15,2,31,84,3,35,300,62,15.4,1011.2,6.4,FALSE,3.53429173528852,0.9
1461790800,2016,4,27,23,144,144,2,108,1200,2,13.2,1009.9,10.4,FALSE,NA,0
1363215600,2013,3,14,0,69,118,13,73,1500,83,0.2,1027.8,-4.1,FALSE,5.49778714378214,2.7
1424030400,2015,2,15,21,215,236,81,106,4000,13,5,1016,-8.2,FALSE,5.10508806208341,1.5
1440795600,2015,8,28,23,19,48,2,15,500,88,23.4,1005.1,16.2,FALSE,0,1.6
1464192000,2016,5,25,18,19,41,2,34,100,122,26.3,1001.8,5.3,FALSE,3.92699081698724,2.4
1428966000,2015,4,14,1,63,82,2,113,700,2,7.3,1010.8,4.4,FALSE,1.5707963267949,0.6
1382472000,2013,10,22,22,58,59,1,47,800,22,8.9,1017.4,6.9,FALSE,0.785398163397448,1.8
1444366800,2015,10,9,7,30,63,2,33,500,2,6.4,1007.2,3,FALSE,1.17809724509617,1.2
1410508800,2014,9,12,10,114,114,2,62,1400,9,21.6,1012.3,17.4,FALSE,0.392699081698724,0.9
1473577200,2016,9,11,9,26,26,2,19,600,NA,20,1011.2,17.6,FALSE,1.5707963267949,1.1
1390748400,2014,1,26,16,49,65,43,34,700,51,1.9,1020.5,-9.7,FALSE,5.10508806208341,1.6
1479272400,2016,11,16,6,68,104,11,59,1700,2,1.7,1016.8,-1,FALSE,1.5707963267949,0.6
1466370000,2016,6,19,23,108,179,2,56,1000,134,28.3,999.7,18.4,FALSE,5.10508806208341,1.2
1464692400,2016,5,31,13,28,74,12,26,900,72,25.3,1007,6,FALSE,4.31968989868597,1.9
1404072000,2014,6,29,22,58,114,14,54,1400,146,26.3,1002.4,17.4,FALSE,1.5707963267949,0.4
1474736400,2016,9,24,19,194,210,4,51,1300,NA,24.1,1005.4,18.7,FALSE,5.49778714378214,1.1
1366005600,2013,4,15,8,76,161,36,76,1399,11,12.7,1002.5,-3.2,FALSE,4.71238898038469,1.8
1368784800,2013,5,17,12,94,108,49,41,1399,84,22,1008.5,12.5,FALSE,5.10508806208341,2.8
1411311600,2014,9,21,17,82,109,11,26,1500,133,20.4,1013.2,14.1,FALSE,5.49778714378214,1.1
1469703600,2016,7,28,13,48,75,2,28,600,191,31.2,997.7,21.7,FALSE,4.71238898038469,1.7
1404003600,2014,6,29,3,17,52,4,22,NA,NA,22.8,1002.5,15.6,FALSE,0.785398163397448,1
1484290800,2017,1,13,8,9,14,12,17,500,73,-4.2,1021.75,-18.4,FALSE,0.785398163397448,1.3
1418068800,2014,12,8,21,158,221,63,103,3500,16,-2.2,1015,-11.8,FALSE,0.785398163397448,1.2
1426561200,2015,3,17,4,300,300,7,53,1800,13,6.6,1013,4.1,FALSE,3.14159265358979,1.5
1444179600,2015,10,7,3,268,268,2,64,1900,17,17,1010.8,15.3,FALSE,0.392699081698724,0.8
1441980000,2015,9,11,16,5,7,2,5,200,68,22.7,1009.8,9.8,FALSE,0.392699081698724,1.2
1445508000,2015,10,22,12,20,20,2,39,500,9,10.2,1022.1,6.7,FALSE,2.74889357189107,1.3
1446303600,2015,10,31,16,21,28,5,42,500,34,15.8,1025.3,-5.9,FALSE,4.31968989868597,2.4
1452625200,2016,1,12,20,17,32,5,26,300,46,-3.6,1025.2,-22.8,FALSE,2.74889357189107,5.8
1419357600,2014,12,23,19,37,89,37,106,1800,6,-0.5,1020,-13.1,FALSE,1.5707963267949,0.5
1444413600,2015,10,9,20,8,11,2,9,300,47,12.5,1010.3,-4.2,FALSE,2.74889357189107,2.3
1413997200,2014,10,22,19,60,218,7,80,1500,2,12,1017,6.1,FALSE,0.785398163397448,1
1488117600,2017,2,26,15,17,21,6,28,400,84,13.4,1019,-8.5,FALSE,3.92699081698724,2.8
1456660800,2016,2,28,13,4,37,2,10,300,75,6.1,1025.4,-17.9,FALSE,2.35619449019234,5.9
1380103200,2013,9,25,12,3,6,7,16,300,52,23.3,1016.8,-0.9,FALSE,3.92699081698724,2.8
1418414400,2014,12,12,21,25,43,4,39,500,23,-3.4,1016,-14.5,FALSE,0.785398163397448,0
1473933600,2016,9,15,12,61,61,2,17,700,NA,28.3,1010.9,16.6,FALSE,0.392699081698724,1.3
1371348000,2013,6,16,4,116,141,16,34,1000,134,23.7,1001.3,17.2,FALSE,5.10508806208341,0.6
1374069600,2013,7,17,16,NA,47,NA,NA,NA,NA,31.8,999.4,14.9,FALSE,5.10508806208341,3.3
1413478800,2014,10,16,19,58,133,11,92,600,29,13.4,1014.9,-1.4,FALSE,5.10508806208341,1.3
1423598400,2015,2,10,21,133,133,51,101,2100,19,2,1010,-12.3,FALSE,1.17809724509617,0.8
1420574400,2015,1,6,21,91,119,36,100,2000,15,-4,1022,-15.9,FALSE,2.35619449019234,0.5
1367046000,2013,4,27,9,65,121,36,53,1100,40,20.1,1009,-2.3,FALSE,5.89048622548086,1.3
1376899200,2013,8,19,10,4,8,3,10.8809,500,61,29.8,1008.2,14.7,FALSE,1.5707963267949,1.9
1477699200,2016,10,29,2,31,120,2,47,800,2,2,1029.8,-0.9,FALSE,0.785398163397448,1.4
1461517200,2016,4,24,19,135,216,30,53,1200,157,24,1003.4,10.3,FALSE,4.31968989868597,3.1
1477630800,2016,10,28,7,16,16,2,23,400,30,7.6,1024.6,-1.4,FALSE,1.96349540849362,3
1423101600,2015,2,5,3,10,10,2,13,400,67,0,1032,-14.4,FALSE,2.74889357189107,1.8
1440464400,2015,8,25,3,20,20,2,15,400,NA,21.8,1007.2,17.6,FALSE,1.96349540849362,1
1478336400,2016,11,5,10,206,206,8,56,2000,27,10.5,1008.8,5.7,FALSE,1.17809724509617,1.4
1362402000,2013,3,4,14,3,9,8,19,500,82,15,1019.1,-14.2,FALSE,1.5707963267949,3.5
1382364000,2013,10,21,16,62,84,25,37,600,109,16.5,1018.5,2.5,FALSE,4.71238898038469,1.3
1441299600,2015,9,3,19,16,46,2,19,500,91,28.1,1009.1,17.3,FALSE,5.49778714378214,1.5
1364349600,2013,3,27,3,120,146,6,57,900,9,5.7,1004.2,3.4,FALSE,5.49778714378214,1.3
1426446000,2015,3,15,20,99,237,21,76,1100,48,11.9,1011.3,-11.7,FALSE,5.49778714378214,1.3
